track_name,artist_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,number_characters
Seek & Destroy,SZA,1,2022,12,9,1007,0,49848194,5,31,1,0,0,152,C#,Major,65,35,65,44,18,21,7,14
Love Language,SZA,1,2022,12,9,1127,0,55978752,16,63,8,0,0,65,A,Minor,71,55,26,85,0,13,8,13
Used (feat. Don Toliver),"SZA, Don Toliver",2,2022,12,8,1042,0,47472906,7,29,3,0,0,150,A#,Minor,73,71,69,53,0,32,9,24
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2,2022,12,9,1634,0,55586972,16,20,4,0,0,125,F#,Major,62,59,43,84,3,11,5,44
SOS,SZA,1,2022,12,9,827,0,37360540,6,18,1,0,0,119,G,Minor,51,51,66,67,0,9,23,3
Open Arms (feat. Travis Scott),"SZA, Travis Scott",2,2022,12,8,1420,4,78605212,13,87,17,0,46,78,A,Major,67,22,59,76,1,15,16,30
Gone Girl,SZA,1,2022,12,9,892,0,33008197,3,17,2,0,0,150,F,Major,43,42,44,57,0,15,6,9
F2F,SZA,1,2022,12,9,989,0,34107772,5,9,1,0,0,90,D,Major,53,47,74,9,0,34,4,3
Notice Me,SZA,1,2022,12,9,819,0,31319622,14,22,0,0,0,160,F,Major,72,78,68,28,0,11,12,9
Antidepresan,"Mabel Matiz, Mert Demir",2,2022,11,4,313,2,69028199,10,6,7,1,9,100,B,Minor,70,92,59,3,0,10,3,12
Wild Flower (with youjeen),RM,1,2022,12,2,353,2,68483745,2,74,14,0,2,155,G#,Major,49,42,77,3,0,12,9,26
I Hate U,SZA,1,2021,12,3,4094,0,121289132,66,96,43,0,0,107,G,Minor,54,41,39,51,0,11,16,8
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,2022,12,2,880,0,55878227,3,7,10,0,0,112,G#,Major,80,15,54,9,0,38,5,38
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,573,0,152444225,1,0,18,0,24,166,C#,Major,70,57,57,9,20,11,7,16
Smoking on my Ex Pack,SZA,1,2022,12,9,811,0,28857941,6,11,3,0,0,81,G#,Major,47,33,68,24,0,22,38,21
Conceited,SZA,1,2022,12,9,899,0,28719688,2,14,2,0,0,150,C#,Major,79,77,46,5,0,11,7,9
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2022,10,21,2415,0,163335729,33,57,30,0,11,110,A,Major,66,19,32,69,0,12,4,38
Maroon,Taylor Swift,1,2022,10,21,2304,0,160451748,12,16,14,0,0,108,G,Major,64,4,40,6,0,10,6,6
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",4,2022,9,28,1003,0,58652872,21,0,44,0,0,130,E,Minor,89,48,74,30,0,7,36,15
Bejeweled,Taylor Swift,1,2022,10,21,2699,0,165744837,39,35,22,2,0,164,G,Major,70,39,56,6,0,9,7,9
Tarot,"Bad Bunny, Jhay Cortez",2,2022,5,6,2482,20,307155365,27,77,22,2,0,114,B,Minor,80,42,68,2,0,66,4,5
Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,6821,34,275181981,83,58,128,7,0,90,C#,Minor,87,51,69,36,0,9,8,12
Too Late,SZA,1,2022,12,8,714,0,24877787,0,9,2,0,0,128,B,Major,45,35,68,78,0,39,8,8
Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,3185,4,310350213,38,64,37,3,36,97,A,Major,83,47,80,2,0,24,9,5
Far,SZA,1,2022,12,9,680,0,26079042,2,15,1,0,0,116,D,Major,61,48,55,67,0,16,8,3
On Time (with John Legend),"John Legend, Metro Boomin",2,2022,12,2,398,0,39460660,2,2,6,0,2,80,F,Minor,33,51,59,76,0,44,6,26
GATï¿½ï¿½,"Maldy, Karol G",2,2022,8,25,3328,13,162779715,39,50,57,3,1,93,B,Minor,63,34,86,26,0,21,39,9
Is There Someone Else?,The Weeknd,1,2022,1,7,2881,6,197581875,13,89,34,0,3,135,A,Minor,70,60,58,4,0,16,3,22
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,2235,0,176540664,65,7,70,16,6,109,F,Major,60,45,47,62,0,31,5,15
Do It To It,"Cherish, ACRAZE",2,2021,8,20,12403,0,229437491,183,63,465,0,11,125,B,Minor,85,64,81,2,5,7,9,11
How Do I Make You Love Me?,The Weeknd,1,2022,1,7,1915,0,60215329,7,47,15,0,0,121,G,Minor,80,62,51,2,0,9,8,26
Gasoline,The Weeknd,1,2022,1,7,2297,0,59036287,11,29,14,0,0,123,F#,Minor,74,35,73,0,0,21,5,8
Infinity,Jaymes Young,1,2017,6,23,4375,0,134600972,24,0,396,0,0,122,B,Minor,67,50,67,15,0,30,4,8
Take My Breath,The Weeknd,1,2021,8,6,2597,0,44425818,17,80,38,0,0,121,A#,Minor,70,35,77,1,0,26,4,14
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3,2022,1,7,1420,0,44492428,7,18,7,0,0,135,C#,Major,41,27,64,36,0,60,3,46
Best Friends,The Weeknd,1,2022,1,7,1292,0,51063050,3,18,14,0,0,87,E,Minor,49,49,59,44,0,35,21,12
Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,15867,0,535693090,382,65,497,0,12,111,G#,Major,77,74,66,30,0,13,3,24
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,2022,1,7,1178,0,46286277,9,10,9,0,0,110,D,Major,75,85,84,10,0,31,19,40
Dawn FM,The Weeknd,1,2022,1,7,811,0,27236421,1,8,6,0,0,78,A,Minor,27,10,49,62,0,49,5,7
Surface Pressure,Jessica Darrow,1,2021,11,19,1756,0,91043733,38,48,20,0,0,180,D,Major,65,37,58,2,0,4,31,16
Starry Eyes,The Weeknd,1,2022,1,7,1014,0,37673722,1,17,11,0,0,86,A,Minor,28,13,41,50,0,19,3,11
THATS WHAT I WANT,Lil Nas X,1,2021,9,17,7963,0,313091095,173,7,298,0,4,88,C#,Minor,74,55,85,1,0,5,22,17
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,2021,11,5,4771,0,183474143,68,18,75,0,1,97,C#,Major,68,72,78,4,0,7,5,31
Beggin,Mï¿½ï¿½ne,1,2017,12,8,8559,0,207318557,183,64,964,9,75,134,B,Minor,71,59,80,13,0,36,5,6
Mon Amour - Remix,"Aitana, zzoilo",2,2020,9,21,3221,2,148916994,67,13,139,0,40,116,D,Major,75,36,76,12,0,10,10,17
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,3423,26,263701192,61,65,53,6,0,170,E,Minor,64,14,70,9,0,9,8,49
The Motto,"Tiï¿½ï¿½sto, Ava",2,2021,11,4,9151,6,223059015,240,107,268,0,5,118,G,Minor,75,46,76,3,0,9,4,9
Malvadï¿½ï¿½,"Xamï¿½ï¿½, Gustah, Neo B",3,2021,11,30,648,1,81837953,14,3,81,0,0,133,F#,Minor,82,52,61,38,0,14,27,12
Donï¿½ï¿½ï¿½t Break My,The Weeknd,1,2022,1,7,1184,0,32220771,1,5,6,0,0,122,A#,Major,77,25,62,34,0,23,3,22
Oh My God,Adele,1,2021,11,19,4431,0,158523159,105,7,199,0,0,88,C#,Major,53,55,73,9,0,3,5,9
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,759,3,119654902,32,0,12,0,0,170,F,Minor,70,61,44,40,0,37,4,41
A Tale By Quincy,The Weeknd,1,2022,1,7,733,0,21171848,0,2,2,0,0,94,F,Minor,46,55,50,71,0,10,11,16
I AM WOMAN,Emmy Meli,1,2021,11,18,2795,0,76593031,45,0,107,0,0,170,A#,Major,65,46,47,12,0,13,16,10
Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",3,2021,10,27,2780,2,133706849,54,21,57,1,0,90,E,Minor,79,79,70,57,0,66,8,7
It'll Be Okay,Shawn Mendes,1,2021,12,1,1950,0,97654599,56,8,104,0,10,78,G,Major,40,7,29,62,0,9,3,13
Softcore,The Neighbourhood,1,2018,3,9,3947,12,105025571,33,102,93,0,30,94,D,Major,57,36,58,5,0,15,3,8
Super Gremlin,Kodak Black,1,2021,10,30,2551,0,116552469,52,15,35,0,1,73,D,Major,83,11,41,0,0,36,14,13
Volvï¿½,"Aventura, Bad Bunny",2,2021,8,3,5375,10,229107055,138,24,133,0,1,176,C#,Major,73,79,86,42,0,7,18,7
Todo De Ti,Rauw Alejandro,1,2020,11,2,11975,8,300983066,188,75,268,6,16,128,D#,Minor,81,57,63,40,1,10,4,10
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,4963,0,130415402,63,40,76,0,0,82,D,Major,63,85,62,6,0,35,4,21
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,6734,0,136632758,47,14,90,0,1,95,D,Major,77,40,47,2,0,9,3,19
Tacones Rojos,Sebastian Yatra,1,2021,10,22,3047,9,173709242,77,31,85,5,28,123,B,Minor,75,93,86,8,0,14,3,13
Dakiti,"Bad Bunny, Jhay Cortez",2,2020,10,30,11215,21,454152987,189,166,525,9,25,110,E,Minor,73,14,57,40,0,11,5,6
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,2021,12,29,1678,12,127233253,20,4,15,1,3,96,C#,Minor,66,76,82,47,0,10,32,39
Lï¿½ï¿½ï¿½,Stromae,1,2022,1,9,2035,0,54948572,41,122,394,0,2,88,D,Minor,56,58,55,35,0,23,11,10
Nostï¿½ï¿½l,"Chris Brown, Rvssian, Rauw Alejandro",3,2021,9,8,2780,2,148485929,86,76,59,0,16,98,A,Minor,73,60,85,17,0,24,5,11
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3,2021,9,16,3643,0,120389887,69,3,70,0,3,110,C#,Minor,86,31,53,43,0,11,6,44
Butter,BTS,1,2021,5,21,4779,6,388865164,180,135,223,0,5,110,G#,Major,79,70,36,0,0,6,11,6
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,2022,1,7,3517,0,157254495,54,28,43,0,0,78,C#,Minor,77,49,42,1,1,13,19,27
You Right,"Doja Cat, The Weeknd",2,2021,6,24,5073,0,228717772,83,9,100,0,4,129,G#,Major,83,44,62,2,0,8,6,9
deja vu,Olivia Rodrigo,1,2021,4,1,7545,4,427366792,117,39,141,0,46,181,A,Major,44,22,60,61,0,42,9,7
TO THE MOON,Jnr Choi,1,2021,11,5,2979,0,83337855,44,0,159,0,0,144,D,Major,74,39,65,5,1,11,35,11
Lost in the Fire,"The Weeknd, Gesaffelstein",2,2019,1,11,7731,2,142894939,110,145,447,0,46,101,D,Major,66,18,68,9,0,12,4,16
Salimo de Noche,"Trueno, Tiago pzk",2,2021,10,21,1057,0,88886511,17,5,21,0,0,84,D,Major,67,78,63,29,0,12,5,15
Volando - Remix,"Sech, Bad Bunny, Mora",3,2021,7,8,3272,19,207428795,101,34,70,1,2,154,F#,Major,66,63,69,21,0,11,7,15
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,14417,0,379423788,237,123,569,0,10,148,F,Major,59,72,62,18,0,9,3,19
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,2021,9,3,5199,0,202137159,45,43,45,0,3,146,F,Minor,85,22,37,13,0,7,30,43
Don't Be Shy,"Tiï¿½ï¿½sto, Kar",2,2021,8,1,6026,0,192776959,171,51,187,1,21,120,B,Minor,77,51,79,20,0,26,6,12
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,1150,0,62882657,20,38,12,0,0,141,C#,Major,59,56,63,12,0,6,36,19
Phantom Regret by Jim,The Weeknd,1,2022,1,7,768,0,16139578,1,1,3,0,0,108,A,Minor,46,23,48,75,30,14,4,21
Freaks,Surf Curse,1,2015,5,10,3006,3,99099344,23,21,121,0,13,180,A,Major,35,41,94,0,63,5,5,6
Acapulco,Jason Derulo,1,2021,9,1,3098,0,123586913,111,5,182,1,0,122,A#,Major,77,51,79,5,0,16,5,8
Daddy Issues,The Neighbourhood,1,2015,10,30,9771,4,135527200,42,70,384,0,3,85,A#,Major,59,33,52,7,15,12,3,12
thought i was playing,"21 Savage, Gunna",2,2022,1,7,807,0,30643864,3,0,5,0,0,148,C#,Major,68,29,73,0,0,7,7,21
ELEVEN,IVE,1,2021,12,1,521,1,84236296,17,89,11,0,0,120,A,Major,83,59,73,6,0,5,11,6
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,0,52634646,13,27,8,0,0,120,E,Major,72,54,71,26,0,10,4,19
Miserable Man,David Kushner,1,2022,1,7,788,0,62825732,13,0,32,1,0,110,A#,Major,63,31,35,93,0,29,3,13
happier,Olivia Rodrigo,1,2021,5,21,3069,4,289225362,25,46,105,0,45,169,F#,Major,39,36,45,81,0,8,13,7
Praise God,Kanye West,1,2021,8,29,4651,0,127961425,24,6,105,0,0,118,C#,Major,80,21,55,1,0,26,17,10
Get Into It (Yuh),Doja Cat,1,2021,6,25,4999,0,175718026,43,19,73,12,0,92,G#,Minor,91,79,66,32,0,9,16,17
Before You Go,Lewis Capaldi,1,2019,11,1,8327,24,334600306,205,130,625,0,25,112,D#,Major,45,19,60,63,0,9,6,13
Sky,Playboi Carti,1,2020,12,25,3297,3,130520505,25,3,52,0,1,140,D,Major,79,56,91,26,0,13,21,3
Rolling in the Deep,Adele,1,2010,11,29,35684,6,119416256,195,125,"6,280",2,78,105,G#,Major,73,52,76,13,0,5,3,19
Sobrio,Maluma,1,2021,7,8,3506,10,174650119,103,76,100,1,1,178,F,Major,76,63,77,14,0,15,22,6
Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,2999,0,88843100,60,17,154,0,22,108,G,Minor,96,71,42,57,0,8,9,4
favorite crime,Olivia Rodrigo,1,2021,5,21,3681,0,266477303,20,21,99,0,7,173,A,Major,40,19,29,86,0,34,4,14
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,143724164,54,16,259,0,13,101,C#,Major,67,40,90,3,0,34,6,7
The Business,Tiï¿½ï¿½,1,2020,1,1,14311,0,273606318,255,32,582,0,14,120,G#,Minor,80,24,62,41,2,11,23,12
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,1,2021,3,19,4873,0,289382500,65,88,434,3,13,133,C#,Major,75,96,61,0,0,18,4,21
Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",2,2021,10,22,772,0,89729886,7,3,89,0,0,158,G#,Minor,46,62,83,53,0,97,28,20
The Feels,TWICE,1,2021,10,1,1150,0,117614761,20,99,44,0,2,120,A,Major,81,92,90,9,0,8,7,9
No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7370,0,128146133,92,127,"1,219",0,62,102,G,Major,74,45,89,5,0,26,13,6
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,0,145354550,122,11,201,0,1,124,G#,Minor,79,79,84,2,0,5,5,37
Pope Is a Rockstar,SALES,1,2016,4,20,1966,0,20980136,4,2,50,0,0,90,E,Minor,73,31,45,85,24,11,3,18
2055,Sleepy hallow,1,2021,4,14,2226,0,212348854,29,0,44,0,0,161,F#,Minor,78,65,52,46,0,12,31,4
Bored,Billie Eilish,1,2017,3,30,4204,0,117885628,39,45,250,0,0,120,G,Major,60,11,33,90,0,8,5,5
Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191,0,236892456,146,18,478,0,7,150,E,Minor,78,47,70,18,0,15,9,22
Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,2012,0,120782254,101,12,38,0,0,105,G#,Major,76,58,84,10,0,13,10,8
Every Summertime,NIKI,1,2021,8,10,1211,2,98684052,30,2,5,0,6,79,F#,Major,63,76,67,38,0,6,4,16
Talking To The Moon,Bruno Mars,1,2010,10,4,7109,2,86185709,5,0,862,0,0,146,C#,Minor,52,7,61,51,0,11,3,19
you broke me first,Tate McRae,1,2020,4,17,6638,0,303932565,167,19,318,0,1,124,E,Major,64,8,37,79,0,9,5,18
The Nights,Avicii,1,2014,1,1,17354,8,159058113,92,122,"1,282",0,55,126,F#,Major,53,66,85,2,0,24,4,10
Take My Breath,The Weeknd,1,2021,8,6,6392,0,147128215,174,73,344,0,0,121,G#,Major,75,53,74,2,0,11,5,14
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,5481,0,166592265,144,30,86,0,0,136,B,Minor,80,33,60,0,0,32,14,37
Cï¿½ï¿½,Rauw Alejandro,1,2021,6,25,2636,3,158436336,36,82,39,0,5,102,A,Minor,77,26,63,58,0,11,5,7
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,824,0,416010232,8,8,8,2,0,77,G,Major,73,54,74,23,0,41,23,48
Lucid Dreams,Juice WRLD,1,2017,6,15,14749,0,346896719,188,34,710,0,5,84,B,Minor,44,22,48,38,0,33,24,12
Quï¿½ï¿½ Mï¿½ï¿½,"J Balvin, Maria Becerra",2,2021,1,28,8087,0,245096383,92,34,131,0,0,102,G#,Major,89,77,82,3,0,17,11,16
All of Me,John Legend,1,2013,8,1,27221,0,209174474,308,118,"4,534",2,77,120,G#,Major,42,33,26,92,0,13,3,9
Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,9,3,5403,6,201944923,118,116,96,0,3,168,C#,Major,67,29,47,5,0,22,26,30
Bar,"Tini, L-Gante",2,2021,11,11,755,4,68335085,22,3,0,0,0,94,C#,Major,52,68,69,13,0,33,8,3
The Rumbling (TV Size),SiM,1,2022,1,10,254,0,35862546,0,4,23,0,0,145,G#,Major,41,65,88,0,0,26,5,22
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,2021,8,27,6308,5,190487934,114,15,63,0,2,134,C#,Major,71,14,61,1,0,23,33,33
Blessed-Cursed,ENHYPEN,1,2022,1,10,246,0,39055561,2,12,10,0,0,127,E,Minor,60,40,89,9,0,60,6,14
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,6556,0,179716708,93,5,67,1,0,172,F#,Minor,74,79,66,11,0,8,16,8
Streets,Doja Cat,1,2019,11,7,5728,0,180121451,85,87,179,0,12,90,B,Major,75,19,46,21,4,34,8,7
Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,16636,12,378122517,368,155,"2,854",6,121,96,G,Major,57,30,40,38,0,26,3,7
Polaroid Love,ENHYPEN,1,2022,1,10,461,0,106743074,10,56,17,0,0,138,G,Minor,74,65,67,46,0,36,4,13
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2021,4,28,4893,4,221603378,143,24,110,0,70,120,G,Major,72,67,72,0,0,13,4,46
Permission to Dance,BTS,1,2021,7,9,1801,2,206846823,77,134,74,0,2,125,A,Major,70,65,74,1,0,34,4,19
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,12043,0,293696043,209,54,710,0,18,123,D,Major,82,80,86,1,0,30,13,50
RAPSTAR,Polo G,1,2021,4,9,4731,0,271134161,141,12,78,0,0,81,F#,Major,79,44,54,41,0,13,24,7
Memories,Maroon 5,1,2019,9,20,9974,2,366128998,272,67,"1,066",1,19,91,B,Major,77,60,32,84,0,8,5,8
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,1560,0,75933640,72,0,0,0,0,84,G,Minor,56,61,76,10,0,14,11,8
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,2022,1,7,620,0,27743676,17,3,3,0,0,115,F,Minor,90,74,54,16,0,13,28,27
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",2,2021,10,14,580,0,87833077,24,92,93,0,0,122,F#,Minor,80,62,69,28,0,13,7,24
Miï¿½ï¿½n,"Tini, Maria Becerra",2,2021,4,29,3406,16,202704692,61,23,70,1,0,92,D,Major,85,92,54,16,0,29,7,9
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,903,0,60228029,30,26,15,0,0,90,F#,Minor,63,75,75,17,0,11,8,7
MAMIII,"Karol G, Becky G",2,2022,2,10,6809,28,361878584,151,102,175,5,29,94,E,Minor,84,90,70,9,0,14,8,6
Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2022,2,11,590,5,124420187,4,113,20,0,1,130,D,Minor,51,50,76,30,0,10,7,30
Boyfriend,Dove Cameron,1,2022,2,11,3766,0,250637156,76,0,102,0,2,180,G,Minor,35,23,61,23,0,19,6,9
Light Switch,Charlie Puth,1,2022,1,19,4049,0,252671789,119,6,85,1,1,184,F#,Major,69,91,63,11,0,9,31,12
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,2096,0,54163995,34,3,30,0,0,147,G#,Minor,47,50,80,10,0,32,38,12
Brividi,"Mahmood, Blanco",2,2022,2,2,1175,0,68214949,34,1,31,0,0,123,G,Major,52,44,60,40,0,26,3,7
Lost,Frank Ocean,1,2012,1,1,29499,11,76305357,124,27,587,0,4,123,A#,Minor,91,49,61,3,0,17,22,4
she's all i wanna be,Tate McRae,1,2022,2,4,2711,0,173314455,105,12,51,0,12,160,D,Minor,61,65,64,1,0,12,4,20
Ginseng Strip 2002,Yung Lean,1,2013,8,16,4310,0,24141869,13,0,113,1,3,115,C#,Major,60,37,71,8,0,48,4,18
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,2019,8,4,5342,0,88684238,33,123,7,0,4,141,D#,Major,37,17,67,2,0,34,9,50
Notion,The Rare Occasions,1,2016,8,5,2393,0,56399687,22,13,65,0,6,160,A,Major,31,30,88,7,0,8,8,6
Formula,Labrinth,1,2019,10,4,3444,7,115457939,24,85,102,0,1,145,B,Major,57,23,66,4,6,15,4,7
Excuses,"Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,272,4,84346869,7,21,2,0,0,95,F,Minor,84,49,72,8,0,15,8,7
Cigarettes,Juice WRLD,1,2021,12,10,975,0,63042943,11,0,10,0,0,160,D,Major,60,47,62,3,0,38,4,10
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",7,2022,1,14,1034,1,123927043,19,5,12,0,0,174,F,Minor,67,74,75,44,0,7,30,70
Down Under (feat. Colin Hay),"Luude, Colin Hay",2,2021,11,19,3541,2,85981711,57,13,50,1,7,172,B,Minor,31,4,86,1,0,28,17,28
Mujeriego,Ryan Castro,1,2021,12,17,1492,0,78883735,44,63,91,0,24,80,A,Major,76,92,62,6,0,8,13,9
HUMBLE.,Kendrick Lamar,1,2017,3,30,33206,1,292494605,284,114,"1,481",0,5,150,C#,Minor,91,42,60,0,0,9,12,7
Contection,"GODZZ__-, Zakaria",2,2020,1,16,6955,0,304138951,65,45,398,0,1,166,A#,Minor,81,83,75,14,0,29,34,10
Swim,Chase Atlantic,1,2017,10,4,2742,0,75627236,5,1,62,0,0,120,G#,Major,67,8,54,27,0,8,4,4
Numb Little Bug,Em Beihold,1,2022,1,28,2026,0,130650876,47,3,42,12,6,85,G#,Minor,74,61,52,30,0,26,9,15
212,"Mainstreet, Chefin",2,2022,1,15,352,0,72285341,10,0,39,0,0,154,D,Minor,79,86,52,66,0,9,7,3
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",2,2021,10,22,1517,0,71325854,42,7,15,0,4,92,D,Minor,73,37,74,28,0,14,6,10
Bussin,"Nicki Minaj, Lil Baby",2,2022,2,11,847,0,32680848,25,0,14,0,0,140,B,Major,89,75,70,6,0,13,5,6
Worst Day,Future,1,2022,2,11,910,0,25627034,20,3,24,0,0,89,C#,Major,65,60,60,11,0,10,40,9
Malvada,Zï¿½ï¿½ Fe,1,2022,1,28,601,0,77830341,28,73,64,0,0,135,F,Minor,89,89,86,16,0,8,5,7
Hrs and Hrs,Muni Long,1,2021,11,19,1800,0,61655554,43,36,46,13,4,140,G#,Minor,51,66,53,60,0,11,18,11
Alien Blues,Vundabar,1,2015,7,24,1930,0,44484061,3,0,28,0,1,82,D#,Major,47,44,76,8,91,9,3,11
Thinking Out Loud,Ed Sheeran,1,2014,1,1,33032,0,249122424,363,129,"3,895",0,28,79,D,Major,78,58,45,47,0,18,3,17
Still Don't Know My Name,Labrinth,1,2019,10,4,6332,0,117336296,47,116,266,0,0,88,F,Major,31,31,63,47,27,21,12,24
Christmas Tree,V,1,2021,12,24,509,9,107998452,8,106,6,0,8,139,F,Major,44,18,38,70,0,12,4,14
When I R.I.P.,Labrinth,1,2019,10,4,2578,0,42381569,8,67,66,0,0,80,G#,Minor,39,45,55,73,0,9,21,13
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,2022,2,4,1064,0,41082112,42,1,26,0,0,120,C#,Minor,84,54,51,47,0,12,40,21
Forever,Labrinth,1,2019,10,4,3618,0,58862022,21,86,138,0,2,80,E,Minor,56,19,46,92,72,11,3,7
Gospel (with Eminem),"Eminem, Dr. Dre",2,2022,2,4,1040,0,32717900,8,0,29,0,0,117,C#,Major,92,62,86,11,0,24,24,20
Seï¿½ï¿½o,"Shawn Mendes, Camila Cabello",2,2019,6,19,15010,2,517037173,453,50,"1,785",1,8,117,A,Minor,76,77,52,4,0,8,3,9
NEW MAGIC WAND,"Tyler, The Creator",2,2019,5,16,4708,0,96015474,13,7,55,0,1,140,F,Minor,62,46,73,10,0,67,11,14
Adore You,Harry Styles,1,2019,12,6,13454,1,299465376,246,71,519,2,5,99,G#,Major,68,57,77,2,0,10,5,9
La Santa,"Daddy Yankee, Bad Bunny",2,2020,2,29,4890,20,195533646,52,42,100,0,0,93,C#,Major,74,59,87,3,0,8,5,8
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,2022,3,11,3501,0,151315358,69,2,51,11,0,124,G,Major,81,68,63,17,0,10,22,12
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,2022,3,4,6111,4,382238407,185,40,492,9,35,95,G#,Major,76,96,70,18,0,33,4,26
Una Noche en Medellï¿½,Cris Mj,1,2022,1,21,5415,32,344649843,46,16,53,1,2,96,A#,Minor,87,82,53,10,0,5,8,22
Envolver,Anitta,1,2021,11,11,4673,2,185716855,123,113,180,1,4,92,E,Minor,81,40,73,15,0,9,8,8
Starlight,Dave,1,2022,3,3,1856,3,115883983,29,40,31,1,1,124,G,Major,95,36,37,35,0,10,28,9
Hati-Hati di Jalan,Tulus,1,2022,3,3,200,2,102352087,12,4,0,0,0,72,F#,Major,64,76,44,70,9,12,4,18
DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",2,2022,2,1,911,2,105123815,45,0,99,1,1,135,A,Minor,78,55,57,4,0,10,8,10
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,2022,3,3,461,0,47781310,7,11,13,0,0,71,C#,Minor,59,70,74,56,0,11,40,39
